X,Y,item,pagerank,chosen
54.453434,-18.257038,predictive coding,9.953241761908785e-05,0.0
-57.578747,34.614296,interval finite element,0.00013698073400412235,0.0
14.38346,1.0909933,biologically inspired computing,0.00022854264976577995,0.0
-28.107708,-52.971535,relational algebra,0.000669728785218211,0.0
58.980682,-36.264816,speech repetition,0.00017576083266873698,0.0
-37.90479,72.26284,stream processing,8.90540572855568e-05,0.0
58.27691,11.972966,visual illusion,0.00021594573388887084,0.0
-69.99879,6.819911,ising model,0.0006932092990676577,0.0
-72.274315,45.352596,floating point,4.233652867165292e-05,0.0
-13.39521,-7.999756,cluster analysis,4.233652867165292e-05,0.0
-7.6857905,-61.228195,natural-language programming,4.233652867165292e-05,0.0
19.416918,-58.226913,open data,4.233652867165292e-05,0.0
-36.758327,-39.87579,principle of bivalence,0.0001278088991798083,0.0
-22.604914,-22.171907,web analytics,0.0012983015862913377,0.0
-31.517761,76.92944,opencl,0.0004652619608360178,0.0
-35.505276,28.016293,space mapping,0.0004723891746506655,0.0
51.851402,-50.940456,collective effervescence,0.00031687061258983234,0.0
-3.728697,20.389284,deep learning,0.00029721949721250374,1.0
-40.550354,16.490816,kalman filter,0.00012621126879041274,0.0
-17.886013,-12.015126,social network analysis,0.0005360712465284898,0.0
-56.293774,67.43789,vision processing unit,0.00015894874446213436,0.0
21.543272,-21.958693,map–territory relation,0.00014979975012301486,0.0
78.22341,-28.532171,ecology,6.63065017147007e-05,0.0
-19.322739,-55.836586,siri (software),0.00020146015619550942,0.0
-72.61375,-33.99703,catch-22 (logic),0.00024448341898827223,0.0
14.627735,-51.788464,web scraping,0.00025645180526085034,0.0
-66.59625,-51.963844,many-valued logic,0.0005922204085804537,0.0
40.371544,0.14235649,mathematical neuroscience,0.0001371361177054676,0.0
34.78854,-11.845614,simulated consciousness,0.00044810454532283366,0.0
-56.54517,-41.317425,boolean algebra (structure),0.000812149775335358,0.0
36.053493,-39.40675,meme,0.00010488764821344822,0.0
-9.308078,-75.76906,linguistics,0.00024507245693520315,0.0
55.399418,-52.258705,group behaviour,6.896141813706579e-05,0.0
51.914738,53.20804,lifecasting (video stream),0.00013661419260231858,0.0
-21.589767,45.122234,analog signal processing,0.0002751392397727306,0.0
53.18806,52.992558,lifestreaming,0.0005649034702205228,0.0
47.816692,-53.565998,crowd psychology,0.0009562354146988573,0.0
-36.458763,-49.94701,first-order logic,0.00010631252821658853,0.0
-64.75977,-22.462276,logistic function,0.0010922450235178987,0.0
39.75635,15.586727,motion perception,0.0003900176169267207,0.0
19.432407,-43.711857,distributional semantics,0.0003402556291056437,0.0
32.771694,-63.37996,open source intelligence,0.0003856378289608156,0.0
16.485334,37.044086,robotic mapping,0.0007501257351335138,0.0
-75.045204,25.583101,conservation biology,8.01689252082998e-05,0.0
90.747314,-0.34156528,marketing research,0.0005042642375954681,0.0
-11.40262,-7.767145,data clustering,0.000479392562605189,0.0
69.85633,21.521286,visual system,0.00010126137944567348,0.0
16.451397,-17.387873,mental model,8.92872828212172e-05,0.0
-30.871164,75.4999,gpgpu,0.00041654321380740766,0.0
80.03114,-19.459404,recognition of human individuals,0.00022529547245398146,0.0
-78.5562,15.747211,forestry,0.00026057747076804234,0.0
22.368559,62.766968,holography,0.00021164566898051651,0.0
-49.892197,-52.79457,exclusive or,0.00037523610462630354,0.0
-18.56014,76.82802,unified video decoder,0.0008510068531744083,0.0
23.590815,35.58737,darpa,4.326438214984663e-05,0.0
-4.89994,60.384094,fourier analysis,0.00010165146782850409,0.0
35.33455,-7.544615,neural correlate,0.0005154203705852717,0.0
3.015498,4.8658032,pattern recognition,0.0006295114277553937,0.0
11.197614,-86.743416,language acquisition,0.001495201407912309,0.0
43.247444,-15.70747,hard problem of consciousness,0.00029655895376052736,0.0
-8.034528,35.180122,normal distribution,0.0006764020842406876,0.0
35.607414,-52.510525,collaborative filtering,0.00019951476451362634,0.0
8.055272,38.46515,open-source software,0.00047196132625173165,0.0
35.395454,44.0455,smartdust,0.0002507943232147424,0.0
3.173704,-91.129616,foreign language reading aid,4.326438214984663e-05,0.0
65.334435,35.81178,gamma correction,0.0007653922861543645,0.0
-28.712347,37.062458,informatics (academic field),0.0001594353220325628,0.0
-36.459618,-14.945413,black box,0.0004668625375196929,0.0
-9.896788,-52.018753,structured query language,0.00034435460399163573,0.0
41.012115,60.38652,virtual reality,0.0012940202835906242,0.0
33.442715,-27.975534,intentional stance,0.0005431557811505425,0.0
-52.728504,3.889513,stochastic process,0.0009978517506599558,0.0
5.486199,-89.81616,computer-assisted language learning,0.0002087731513868318,0.0
-4.05589,-53.014065,information extraction,0.0009057883096367038,0.0
78.1624,-11.878647,n170,0.0003333948806351005,0.0
13.06319,83.92191,adaptive optics,4.326438214984663e-05,0.0
-16.011171,-21.427229,predictive analytics,0.0004899657100912062,0.0
2.5870783,-89.339455,language education,4.7467317328340476e-05,0.0
-38.271317,77.196884,parallel computing,4.7467317328340476e-05,0.0
-83.77262,-36.47971,cycle of poverty,0.00024071136407422073,0.0
-3.2536886,15.371447,vector quantization,4.7467317328340476e-05,0.0
-72.003975,-24.909367,self-fulfilling prophecy,0.0002980291486612696,0.0
-37.884407,53.047226,system on a chip,0.0004792334943854403,0.0
12.03815,-62.037506,data governance,0.00021757697570590066,0.0
70.13795,-9.78354,cognitive neuropsychology,0.0004517395436985294,0.0
-39.573273,68.18091,hardware acceleration,8.622893735385541e-05,0.0
30.05643,-51.42137,the wisdom of crowds,0.0001944938958009269,0.0
4.309528,-91.71143,foreign-language reading aid,8.318211153308242e-05,0.0
12.515378,-83.123924,origin of language,4.919206366611124e-05,0.0
-37.79358,88.86786,computer cluster,0.00012048867904673373,0.0
-24.09779,-52.84616,prolog,8.763046021995828e-05,0.0
-51.138992,-44.038807,decision tree,5.074575083486678e-05,1.0
16.410555,-6.6683064,social complexity,0.00036817255708425204,0.0
43.724022,26.8497,sound card,0.0004577646967134442,0.0
-80.18792,18.529474,silviculture,4.4958241138628493e-05,0.0
-30.784378,74.702995,general-purpose computing on graphics processing units,0.0004906025175204203,0.0
-27.631292,-39.84241,mereology,0.0011227319547562312,0.0
53.17058,-21.194681,situated cognition,4.4958241138628493e-05,0.0
40.92294,16.334904,motion sensing in vision,4.4958241138628493e-05,0.0
74.16815,-10.735178,prosopagnosia,4.4958241138628493e-05,0.0
-32.547413,-18.85047,big data,4.4958241138628493e-05,0.0
55.34222,49.099255,digital footprint,7.46347258861782e-05,0.0
-30.195892,5.229662,optimal design,4.4958241138628493e-05,0.0
-18.498236,78.98584,nvidia purevideo,0.0002146962536986986,0.0
-14.553636,41.278076,digital filter,0.00017750631390937944,0.0
69.456116,31.73638,color theory,0.00025893814100958157,0.0
-37.002136,11.2657,monte carlo method,0.00023512540384355033,0.0
-48.705826,-39.63084,indicator function,0.0006699285931749178,0.0
0.5959353,14.711796,computer vision,0.0005187689207900429,1.0
59.01056,-11.05449,social neuroscience,0.0004307372138870881,0.0
-7.8539715,38.298702,convolution,0.00046211630268460806,1.0
86.287636,25.038788,eye care professional,8.835873098509622e-05,0.0
4.101142,67.61518,autocorrelation,0.0001619945475759559,0.0
-33.797245,74.02592,cuda,4.047275628353737e-05,0.0
8.344729,-4.6818542,analogy,0.0011932867181130493,0.0
-15.3131075,-3.445556,multivariate analysis,4.047275628353737e-05,0.0
4.265153,-96.33429,virtual world language learning,0.00020893775895249254,0.0
19.569117,-28.633669,constructivist epistemology,0.00014702912756902573,0.0
4.4571776,37.578983,mono (software),0.0004290852004351344,0.0
-25.354746,-0.5789305,model selection,0.0005931322266886211,0.0
-47.348312,66.28931,cpu,0.0005344852349528334,0.0
-1.6222457,61.173462,spectral density,0.00015081535466113038,0.0
-37.391083,-35.9129,degrees of truth,0.00043275580966157623,0.0
38.917244,-18.269476,eliminative materialism,0.00035807870643913067,0.0
2.5614681,58.784615,signal processing,0.0003912634806618012,0.0
8.996208,44.19753,open-source hardware,4.047275628353737e-05,0.0
19.320532,36.803802,simultaneous localization and mapping,0.0006224426897658358,0.0
72.82112,-6.590287,face perception,4.047275628353737e-05,0.0
62.07075,-13.372242,affect (psychology),0.0005082439628437445,0.0
62.15409,-6.7343087,biological psychology,0.0003365455718150534,0.0
46.683285,42.98393,diary,0.00014521906690256599,0.0
51.247345,-20.165644,enactivism,0.0004477217568834269,0.0
-15.31692,51.55557,impulse response,0.0007292921498214401,0.0
-2.5330615,-78.174706,basic english,0.0005615360705825043,0.0
-17.519392,-73.15732,symbol grounding,0.0004432949922703078,0.0
36.33386,-26.726837,philosophy of mind,0.00042939591885782517,0.0
-34.46336,22.387648,conceptual model,4.828934243144249e-05,0.0
-22.302526,-58.55555,knowledge representation,4.828934243144249e-05,0.0
-41.515842,52.686977,system integration,0.0002244514933584217,0.0
-43.514095,-43.80346,truth function,4.9088976724765305e-05,0.0
-42.83226,79.042786,high performance computing,4.9088976724765305e-05,0.0
-54.91219,20.79388,newton's method,4.9088976724765305e-05,0.0
36.92082,16.862713,strobe light,4.9088976724765305e-05,0.0
32.89412,-3.358783,blue brain project,4.9088976724765305e-05,0.0
-55.67428,3.7272363,markov process,8.448851117818292e-05,0.0
-44.91556,8.252993,markov decision process,7.181383316510335e-05,0.0
-55.96949,4.96597,markov chain,4.9088976724765305e-05,0.0
55.50747,-33.79844,mirror neuron,0.0001266052622033332,0.0
-15.667309,79.43649,x-video motion compensation,4.6727393860303673e-05,0.0
30.92826,-10.004297,conceptual space,9.482980123467204e-05,0.0
36.355473,-2.7190363,computational neuroscience,4.6727393860303673e-05,0.0
33.78533,-46.933388,human-based computation,6.807188359080413e-05,0.0
4.163613,-86.62833,glossary of language teaching terms and ideas,6.807188359080413e-05,0.0
7.030719,-64.526024,controlled vocabulary,6.807188359080413e-05,0.0
-68.67538,-16.964066,logistic regression,6.807188359080413e-05,0.0
-14.967968,-67.77605,natural-language understanding,6.807188359080413e-05,0.0
-32.72947,81.76031,vector processor,0.00013115211218060085,0.0
-57.830727,61.77246,direct memory access,9.626753425765201e-05,0.0
23.704979,-26.271845,philosophical realism,6.807188359080413e-05,0.0
3.835245,-24.471283,collective problem solving,6.807188359080413e-05,0.0
58.689255,-8.558551,cognitive neuroscience,0.00019651217483423553,0.0
36.895355,-48.406746,enterprise bookmarking,0.00012701960911164515,0.0
5.384713,11.681034,artificial intelligence in healthcare,0.0002433641358895722,0.0
-47.309044,-44.59863,boolean-valued function,0.0002923868353865874,0.0
-0.8804648,-10.3388,immunity to change,4.588418602427724e-05,0.0
70.71553,-44.07305,human enhancement,0.00022253492413065702,0.0
81.78406,8.673518,eye movement (sensory),0.000391521578149613,0.0
17.736496,-26.790976,model-dependent realism,0.0004956601478780173,0.0
-51.697826,-46.443245,boolean function,8.974566877246243e-05,0.0
-10.422272,-60.136257,automatic programming,0.00036208576438301576,0.0
102.632355,14.784572,distinction of blue and green in various languages,8.197628825503009e-05,0.0
-29.565874,40.96201,electronics,4.273875600249903e-05,0.0
-26.043177,77.54848,opengl,0.0004103271520616573,0.0
56.663883,-5.2602654,neuroscience,0.0006844007424297934,1.0
22.132654,23.489317,computational models of musical creativity,0.00037669108588950863,0.0
-23.343098,-58.066833,knowledge representation and reasoning,0.00037478830377746117,0.0
24.058641,53.06328,structure from motion,0.00021081116740707132,0.0
-20.727533,-71.22528,computational semiotics,0.00017996649174110074,0.0
85.90679,4.528255,eye tracking,0.0001035303835534063,0.0
-52.1936,64.30578,bus (computing),0.0003616827282668968,0.0
2.5828018,-21.385382,collective decision-making,0.00013023186802229734,0.0
-21.881441,38.692867,green's function,0.0001617123918232104,0.0
25.78081,72.99488,derivative work,0.00012474236897391816,0.0
37.89264,3.0628884,systems neuroscience,0.0003258152442529501,0.0
2.778179,64.5521,cross-correlation,8.48144270165596e-05,0.0
-10.959145,45.945347,deconvolution,8.33662902210941e-05,0.0
-44.505566,42.449947,computational electromagnetics,0.00022041294678032213,0.0
56.691322,-22.398886,society of mind,4.5969053531535006e-05,0.0
-22.42849,71.723755,nvidia,4.5969053531535006e-05,0.0
83.08557,4.822334,saccade,4.5969053531535006e-05,0.0
-28.007189,48.131252,series and parallel circuits,0.00017390132673348666,0.0
-12.896028,-91.33797,sentence case,7.422132178384552e-05,0.0
-15.6902685,-63.51502,mathematica,0.0004897071978646208,0.0
67.18257,-7.6954193,neuropsychology,0.00010123200754560732,0.0
55.65412,-60.728172,keeping up with the joneses,4.5969053531535006e-05,0.0
21.24546,-65.74482,data curation,0.0010225794527705223,0.0
38.285965,-2.1804278,models of neural computation,0.00022319421085538723,0.0
62.016,-5.7570243,behavioral neuroscience,0.00020355642407806658,0.0
84.099144,23.140236,orthoptics,0.0001396806550936046,0.0
-58.07183,-31.880987,binary decision diagram,4.415065511945676e-05,0.0
10.789795,-89.96696,second-language acquisition,7.660729414217377e-05,0.0
82.60957,9.202167,eye movement,7.208241509879543e-05,0.0
-3.9913306,-33.116146,jurimetrics,9.941360913352908e-05,0.0
22.550743,-25.808916,conceptualist realism,4.415065511945676e-05,0.0
41.032345,-10.2722,quantum mind,4.415065511945676e-05,0.0
-33.161823,4.0882998,fisher information,0.0007006707972400964,0.0
-41.675453,-56.98872,intuitionistic propositional calculus,7.294158125239342e-05,0.0
72.531006,29.136131,vision science,7.778549833430568e-05,0.0
22.698744,-31.606363,epistemology,7.116134088121856e-05,0.0
-25.590103,-4.3612704,validity (statistics),9.799914435829167e-05,0.0
25.040522,-8.466672,cybernetics,4.415065511945676e-05,0.0
4.35792,-28.9843,problem structuring methods,9.497652962403927e-05,0.0
24.79883,1.9830542,social simulation,0.0014800113173940828,0.0
-3.5118575,-6.7395954,ooda loop,7.325994359956561e-05,0.0
14.164621,10.748297,eeg analysis,8.411651963361372e-05,0.0
4.7415085,1.4990116,pattern matching,6.788549964920919e-05,0.0
-31.488834,20.465057,surrogate model,4.415065511945676e-05,0.0
56.80216,-13.275023,biological motion,4.415065511945676e-05,0.0
-92.08216,1.1014799,3gpp,4.415065511945676e-05,0.0
56.933327,-23.67149,society of mind theory,5.3187791523979895e-05,0.0
-63.15284,59.78245,channel i/o,5.3187791523979895e-05,0.0
54.42498,17.347815,auditory illusion,0.00014382022363862838,0.0
34.221737,32.63445,cognitive map,5.3187791523979895e-05,0.0
57.49658,-30.633562,emotional contagion,0.00011139358115284154,0.0
38.599857,-51.24771,recommendation system,6.934234403104172e-05,0.0
94.25147,20.506346,eye,0.000535568886952708,0.0
54.25188,12.259076,infrasound,0.00011824443016484994,0.0
-24.313025,13.292333,inverse problems,6.0413389587185136e-05,0.0
49.461937,29.97934,acoustic location,0.00010440141742249282,0.0
15.876349,-46.176437,latent semantic analysis,6.0413389587185136e-05,0.0
-36.31999,-27.20029,rough sets,0.00016230248778119883,0.0
-33.096863,67.464615,larrabee (microarchitecture),6.0413389587185136e-05,0.0
51.489803,46.302345,lifelogging,3.930089734419978e-05,0.0
84.55845,13.053248,peripheral vision,0.00010607564721308559,0.0
-13.195031,8.324811,signal-flow graph,9.009985786528722e-05,0.0
-1.8554358,-87.29753,language reform,0.00011128255075208621,0.0
-50.31219,7.0363493,probability,9.895934213988821e-05,0.0
0.8039902,-52.55366,natural-language user interface,0.0003692509516580738,0.0
53.644276,-29.159548,common coding theory,3.930089734419978e-05,0.0
-65.94149,3.3040452,markov random field,6.0413389587185136e-05,0.0
-19.108767,-41.50876,reification (computer science),0.0003288813843680412,0.0
0.22061685,-38.505196,racial profiling,6.0413389587185136e-05,0.0
89.75026,22.340277,ophthalmology,0.00011088079764790456,0.0
-56.470425,-33.891823,logic optimization,6.0413389587185136e-05,0.0
-85.122215,-30.409767,cycle of violence,6.0413389587185136e-05,0.0
-46.343594,-0.7562952,principle of maximum entropy,3.930089734419978e-05,0.0
23.721102,-35.80896,cognitive biology,4.1789014573967564e-05,0.0
-40.555588,79.033966,manycore processor,6.786027935052437e-05,0.0
-52.061707,-50.260303,symmetric difference,0.000198535986305532,0.0
12.120192,37.759823,microsoft robotics studio,8.451275726211289e-05,0.0
42.25114,-53.794666,smart mob,4.1789014573967564e-05,0.0
-53.507965,-36.800045,venn diagram,7.948640154684587e-05,0.0
82.08194,17.589695,blindness,4.1789014573967564e-05,0.0
15.700825,21.53211,music information retrieval,4.1789014573967564e-05,0.0
7.596788,-2.188112,case based reasoning,0.0010514286536628347,0.0
60.683968,-3.0262938,neuroethology,5.219630595210729e-05,0.0
-70.00669,35.217316,bit,8.0179437406145e-05,0.0
16.749018,-46.20158,latent semantic indexing,8.060739010138899e-05,0.0
47.479607,-40.758324,distributed cognition,5.219630595210729e-05,0.0
-21.128235,68.14808,molecular design software,5.219630595210729e-05,0.0
53.366596,65.86828,hyperspectral imaging,8.173052149038671e-05,0.0
25.348171,52.00309,epipolar geometry,5.219630595210729e-05,0.0
-83.97393,0.20392646,wi-fi,5.219630595210729e-05,0.0
46.800354,-20.618567,cetacean intelligence,5.219630595210729e-05,0.0
0.70378923,-78.982346,lexicostatistics,5.219630595210729e-05,0.0
2.3247313,-61.01592,semantic translation,8.251818752141894e-05,0.0
49.475994,30.680624,acoustic source localization,5.219630595210729e-05,0.0
-44.59047,-48.535313,truth table,5.219630595210729e-05,0.0
7.5833783,-81.61742,language transfer,5.219630595210729e-05,0.0
6.653639,61.14735,digital image mosaic,5.219630595210729e-05,0.0
33.920513,11.503393,cognitive computing,5.219630595210729e-05,0.0
37.22953,-35.23132,neural darwinism,5.219630595210729e-05,0.0
4.400034,-5.8689976,embodied cognitive science,5.219630595210729e-05,0.0
-91.68599,-10.266645,wimax,5.219630595210729e-05,0.0
-30.652147,-7.5218205,boosting (meta-algorithm),8.945822437293245e-05,0.0
-42.79193,-38.99915,logical value,5.219630595210729e-05,0.0
18.159653,-31.467209,ontological pluralism,5.219630595210729e-05,0.0
-42.518085,34.089687,finite difference methods,5.219630595210729e-05,0.0
46.76901,27.313044,head-related transfer function,5.219630595210729e-05,0.0
39.518875,-8.608024,quantum cognition,0.00011371404734378382,0.0
-68.178314,-34.34172,mu (negative),5.219630595210729e-05,0.0
-41.503586,63.545986,instruction set architecture,5.219630595210729e-05,0.0
-57.056763,-46.797493,boolean algebra (logic),5.219630595210729e-05,0.0
33.930866,39.63101,urban informatics,0.00017701881170560226,0.0
-68.6596,-21.028101,limited dependent variable,6.286346958664967e-05,0.0
-25.513643,19.700172,kriging,4.194187453002299e-05,0.0
-95.42342,-3.8081234,dmb-t/h,7.6815248109906e-05,0.0
16.373018,-28.227201,pragmatism,4.194187453002299e-05,0.0
3.3542633,-69.51561,stemming,9.743388860406735e-05,0.0
64.227776,29.896673,tetrachromacy,0.0008266576159791446,0.0
-5.4940143,-39.710217,crime mapping,4.2337225667961726e-05,0.0
-11.890174,22.64785,kernel density estimation,8.992149621826421e-05,0.0
51.51241,46.2984,lifelog,6.770937311851975e-05,0.0
-80.76376,-33.215923,virtuous circle and vicious circle,4.2337225667961726e-05,0.0
-56.65501,-30.118437,digital circuit,4.2337225667961726e-05,0.0
-37.819717,56.657394,programmable system on a chip,4.2337225667961726e-05,0.0
-14.902592,79.379654,vdpau,0.00010388843510754214,0.0
45.645844,3.15864,neurophysics,7.115830583004803e-05,0.0
41.94446,1.9297484,neural decoding,9.042016658159106e-05,0.0
29.741192,48.273872,videography,5.145271955436975e-05,0.0
9.955233,-48.481712,enterprise search,5.145271955436975e-05,0.0
40.41998,56.623886,wearable technology,5.010201944053798e-05,0.0
-13.564048,66.658714,gpu cache,5.010201944053798e-05,0.0
25.89134,-22.263556,inverted spectrum,5.010201944053798e-05,0.0
61.409966,20.074518,sensory processing disorder,5.010201944053798e-05,0.0
-27.067312,-19.780884,learning analytics,5.010201944053798e-05,0.0
-60.194817,27.553476,response surface methodology,5.010201944053798e-05,0.0
24.715218,50.707848,computer stereo vision,7.856611723716998e-05,0.0
43.08607,-26.080685,mental body,5.010201944053798e-05,0.0
0.037739698,-19.048851,issue mapping,5.010201944053798e-05,0.0
-72.79608,42.768,fixed-point arithmetic,0.00011113333570181934,0.0
-58.627438,17.047728,differential equation,5.010201944053798e-05,0.0
-33.135014,-9.450651,decision tree learning,5.010201944053798e-05,0.0
-56.456528,-45.646667,boolean algebra,5.010201944053798e-05,0.0
-31.507856,-6.8743324,boosting (machine learning),0.00016227667968217577,0.0
7.3944473,53.53393,computer-aided industrial design,0.00011113333570181934,0.0
16.714594,33.563408,home automation,7.509577701874546e-05,0.0
-19.406654,68.36772,molecular modeling on gpu,4.8033360248072197e-05,0.0
70.99023,30.04978,rgb color model,4.8033360248072197e-05,0.0
10.527668,40.97488,open content,0.00011444322764411066,0.0
3.0224416,-56.23172,semantic query,4.8033360248072197e-05,0.0
18.88636,-49.27562,statistical semantics,5.115820770083022e-05,0.0
56.213398,-39.434814,speech–language pathology,5.115820770083022e-05,0.0
-76.862595,48.13254,flops,5.115820770083022e-05,0.0
-63.05908,-5.0197973,assignment problem,5.115820770083022e-05,0.0
2.96068,-15.485659,applications of artificial intelligence,5.115820770083022e-05,0.0
-41.819256,33.59215,finite difference method,5.115820770083022e-05,0.0
6.0871177,22.44704,feature extraction,5.115820770083022e-05,0.0
28.733356,-54.42,dispersed knowledge,5.115820770083022e-05,0.0
37.07253,5.9368634,neural oscillation,8.8903778937263e-05,0.0
-10.293668,71.89587,brute force attack,5.164186051643784e-05,0.0
-15.8689575,-78.85246,computational semantics,5.164186051643784e-05,0.0
11.859947,49.952446,cad standards,4.7845246055292955e-05,0.0
-25.150595,54.83795,transistor,4.7845246055292955e-05,0.0
31.378262,-13.74616,memory-prediction framework,4.7845246055292955e-05,0.0
1.8129711,28.100025,blob detection,4.7845246055292955e-05,0.0
-51.166176,9.636137,hybrid system,0.00044142426780345134,0.0
0.47014287,-77.4978,glottochronology,7.094034125718966e-05,0.0
-41.714985,-38.428875,truth value,4.7845246055292955e-05,0.0
-57.481705,-38.628017,algebraic normal form,4.7845246055292955e-05,0.0
78.414665,-23.44492,knowledge ecosystem,4.7845246055292955e-05,0.0
-20.825756,-80.950615,combinatory logic,4.7845246055292955e-05,0.0
-29.414545,-49.839455,relational model,4.7845246055292955e-05,0.0
16.574682,-39.59906,word2vec,0.0005146510168861574,0.0
25.672771,69.176674,panoramic photography,4.7845246055292955e-05,0.0
-39.089363,14.535075,particle filter,7.382334072912874e-05,0.0
-0.84892815,-51.27925,voice user interface,4.89788449575351e-05,0.0
-59.19163,64.78126,memory-mapped i/o,4.89788449575351e-05,0.0
-55.65416,-45.46077,boolean logic,4.89788449575351e-05,0.0
11.148246,1.7269751,gene expression programming,5.209378350339899e-05,0.0
-15.157115,76.21279,microsoft windows,5.209378350339899e-05,0.0
48.178734,41.76061,personal knowledge base,5.209378350339899e-05,0.0
-38.08648,64.51311,"single instruction, multiple data",5.209378350339899e-05,0.0
-46.433426,36.279324,finite volume method,5.209378350339899e-05,0.0
-47.32129,-68.54626,topological graph theory,5.209378350339899e-05,0.0
